t,monthly_max,t_monthly_max,ONI
0.4127959610908723,0.97,2007-05-31 01:59:59.971200,-0.425
0.45377956764824934,1.2490001,2007-06-15 01:59:59.971200,-0.5
0.5274362477231329,1.161,2007-07-12 01:00:00.028800,-0.53
0.6092896174863388,1.2090001,2007-08-11 00:00:00.000000,-0.685
0.7240437158469946,1.1220001,2007-09-22 00:00:00.000000,-1.205
0.8213797814207651,1.21,2007-10-27 15:00:00.000000,-1.42
0.9034608378870674,1.222,2007-11-26 16:00:00.028800,-1.55
0.9768897996357013,1.2320001,2007-12-23 13:00:00.028800,-1.62
1.056124772313297,1.1650001,2008-01-20 13:00:00.028800,-1.58
1.1325136612021858,1.0940001,2008-02-17 12:00:00.000000,-1.405
1.2117486338797814,1.054,2008-03-17 12:00:00.000000,-1.1966666666666668
1.2737932288504352,1.1140001,2008-04-09 04:59:59.971200,-1.1033333333333333
1.3501821493624773,1.0990001,2008-05-07 04:00:00.028800,-0.925
1.4293032786885247,1.0710001,2008-06-05 03:00:00.000000,-0.725
1.5056921359542603,1.036,2008-07-03 01:59:59.971200,-0.49
1.584927108631856,1.011,2008-08-01 01:59:59.971200,-0.3
1.7321265621837685,1.024,2008-09-23 22:59:59.971200,-0.295
1.7942850321291237,1.164,2008-10-16 16:59:59.971200,-0.4166666666666667
1.870446234314916,1.2080001,2008-11-13 13:59:59.971200,-0.4833333333333334
1.9823542805100183,1.2090001,2008-12-24 13:00:00.028800,-0.77
2.0289161796701074,1.309,2009-01-10 13:59:59.971200,-0.8099999999999999
2.1024590163934427,1.0170001,2009-02-06 12:00:00.000000,-0.8200000000000001
2.246584699453552,0.943,2009-03-31 06:00:00.000000,-0.47
2.3229735567192877,0.93700004,2009-04-28 04:59:59.971200,-0.16
2.396516393442623,1.0070001,2009-05-25 03:00:00.000000,0.1
2.4234972677595628,0.91800004,2009-06-04 00:00:00.000000,0.19000000000000003
3.1627959610908722,0.9110001,2010-02-28 13:59:59.971200,1.03
3.2192622950819674,0.98,2010-03-21 06:00:00.000000,0.6766666666666666
3.2490892531876137,0.938,2010-04-01 04:00:00.028800,0.5133333333333333
3.331056466302368,0.76900005,2010-05-01 04:00:00.028800,0.08999999999999997
3.5276639344262293,0.9710001,2010-07-12 03:00:00.000000,-0.855
3.60393897996357,1.0370001,2010-08-09 01:00:00.028800,-1.2000000000000002
3.7395264116575593,1.013,2010-09-27 16:00:00.028800,-1.5866666666666667
3.7777777777777777,1.148,2010-10-11 16:00:00.028800,-1.6133333333333333
3.903688524590164,1.164,2010-11-26 18:00:00.000000,-1.615
3.968693078324226,1.274,2010-12-20 13:00:00.028800,-1.505
4.053506343604534,1.1470001,2011-01-19 13:59:59.971200,-1.305
4.132627504553734,1.098,2011-02-17 13:00:00.028800,-1.06
4.203438037593605,1.019,2011-03-15 10:59:59.971200,-0.8300000000000001
4.3010018214936245,0.95000005,2011-04-20 04:00:00.028800,-0.64
4.377390710382514,1.087,2011-05-18 03:00:00.000000,-0.495
4.462204007285974,1.0220001,2011-06-18 04:00:00.028800,-0.45999999999999996
4.579462627757539,1.1290001,2011-07-31 01:59:59.971200,-0.5266666666666666
4.582308743169399,1.118,2011-08-01 03:00:00.000000,-0.5733333333333334
4.688524590163935,1.13,2011-09-09 00:00:00.000000,-0.725
4.832536398249342,1.241,2011-10-31 16:59:59.971200,-1.05
4.8977686386865,1.1090001,2011-11-24 13:59:59.971200,-1.065
4.982581967213115,1.0780001,2011-12-25 15:00:00.000000,-0.98
5.029030054644808,1.08,2012-01-10 15:00:00.000000,-0.92
5.102686671473386,1.0680001,2012-02-06 13:59:59.971200,-0.79
5.167691256830601,0.91700006,2012-03-01 09:00:00.000000,-0.655
5.325933515482696,0.98800004,2012-04-28 07:00:00.028800,-0.39999999999999997
5.350068306010929,1.0250001,2012-05-07 03:00:00.000000,-0.32999999999999996
5.434881602914389,1.018,2012-06-07 04:00:00.028800,-0.135
5.549407982948796,1.0480001,2012-07-19 01:59:59.971200,0.29
5.620218579234972,1.0170001,2012-08-14 00:00:00.000000,0.33
5.729166666666667,1.064,2012-09-22 21:00:00.000000,0.32
5.799749513003441,1.2010001,2012-10-18 16:59:59.971200,0.16
5.917008196721311,1.1750001,2012-11-30 15:00:00.000000,-0.03666666666666667
5.95525956284153,1.1930001,2012-12-14 15:00:00.000000,-0.12333333333333334
6.243738584041692,1.069,2013-03-30 04:59:59.971200,-0.32
6.322859744990892,1.2540001,2013-04-28 04:00:00.028800,-0.32999999999999996
6.396402518467921,1.1930001,2013-05-25 01:59:59.971200,-0.385
6.475637491145517,1.136,2013-06-23 01:59:59.971200,-0.405
6.554872463823113,1.143,2013-07-22 01:59:59.971200,-0.36
6.631261384335155,1.1860001,2013-08-19 01:00:00.028800,-0.29000000000000004
6.707536398249342,1.144,2013-09-15 22:59:59.971200,-0.23333333333333334
6.769581056466302,1.062,2013-10-08 16:00:00.028800,-0.20666666666666667
7.560223132969035,1.087,2014-07-24 01:00:00.028800,0.05666666666666667
7.606785032129124,1.164,2014-08-10 01:59:59.971200,0.06333333333333334
7.6803278688524586,1.088,2014-09-06 00:00:00.000000,0.15000000000000002
7.8074908925318764,1.0890001,2014-10-22 13:00:00.028800,0.565
7.8951502732240435,1.1500001,2014-11-23 15:00:00.000000,0.65
7.968806890052621,1.121,2014-12-20 13:59:59.971200,0.605
8.059084699453551,1.218,2015-01-21 15:00:00.000000,0.5233333333333333
8.091757709724751,1.169,2015-02-02 13:59:59.971200,0.49666666666666665
8.209016393442623,0.92,2015-03-17 12:00:00.000000,0.615
8.306580114096336,1.023,2015-04-22 04:59:59.971200,0.815
8.38296903460838,0.99700004,2015-05-20 04:00:00.028800,1.0133333333333334
8.41826044196519,1.0300001,2015-06-02 01:59:59.971200,1.0966666666666667
8.57946262775754,1.1810001,2015-07-31 01:59:59.971200,1.6333333333333333
8.5823087431694,1.141,2015-08-01 03:00:00.000000,1.7466666666666668
8.72370218579235,1.056,2015-09-21 21:00:00.000000,2.2466666666666666
8.75922131147541,1.029,2015-10-04 21:00:00.000000,2.3333333333333335
8.906079234972678,1.108,2015-11-27 15:00:00.000000,2.605
