t,monthly_max,t_monthly_max,ONI
3.9743852459016393,2.525,2010-12-22 15:00:00.000000,-1.505
4.050774103167375,2.467,2011-01-18 13:59:59.971200,-1.305
4.132741316282129,2.361,2011-02-17 13:59:59.971200,-1.06
4.22176684881603,2.3070002,2011-03-22 04:00:00.028800,-0.8300000000000001
4.298155737704918,2.473,2011-04-19 03:00:00.000000,-0.64
4.377390710382514,2.4810002,2011-05-18 03:00:00.000000,-0.495
4.459357923497268,2.459,2011-06-17 03:00:00.000000,-0.4533333333333333
4.497495414642785,2.456,2011-07-01 01:59:59.971200,-0.4666666666666667
4.658697600435135,2.46,2011-08-29 01:59:59.971200,-0.725
4.7449908925318764,2.388,2011-09-29 16:00:00.028800,-0.9199999999999999
4.824112021857924,2.5110002,2011-10-28 15:00:00.000000,-1.05
4.900500879123659,2.5170002,2011-11-25 13:59:59.971200,-1.065
4.979735851801255,2.417,2011-12-24 13:59:59.971200,-0.95
5.061703064916009,2.4,2012-01-22 13:59:59.971200,-0.8133333333333334
5.102686671473386,2.3620002,2012-02-06 13:59:59.971200,-0.7666666666666666
5.197290496609998,2.2610002,2012-03-12 04:59:59.971200,-0.655
5.2736794171220405,2.3760002,2012-04-09 04:00:00.028800,-0.53
5.347222190599069,2.44,2012-05-06 01:59:59.971200,-0.365
5.432035519125683,2.427,2012-06-06 03:00:00.000000,-0.135
5.508424376391419,2.4160001,2012-07-04 01:59:59.971200,0.12000000000000001
5.587659349069014,2.381,2012-08-02 01:59:59.971200,0.31
5.7176684881602915,2.3160002,2012-09-18 16:00:00.028800,0.32
5.796903460837887,2.417,2012-10-17 16:00:00.028800,0.16
5.876024590163935,2.4870002,2012-11-15 15:00:00.000000,-0.03666666666666667
5.95241344742967,2.5370002,2012-12-13 13:59:59.971200,-0.12333333333333334
6.031648420107266,2.49,2013-01-11 13:59:59.971200,-0.32
6.110883392784861,2.3860002,2013-02-09 13:59:59.971200,-0.43
6.187272313296903,2.285,2013-03-09 13:00:00.028800,-0.385
6.322859744990892,2.3490002,2013-04-28 04:00:00.028800,-0.32999999999999996
6.399248633879782,2.4880002,2013-05-26 03:00:00.000000,-0.385
6.475637491145517,2.4640002,2013-06-23 01:59:59.971200,-0.405
6.554872463823113,2.384,2013-07-22 01:59:59.971200,-0.36
6.633993624772313,2.4060001,2013-08-20 01:00:00.028800,-0.29000000000000004
6.7103825136612025,2.3830001,2013-09-17 00:00:00.000000,-0.22
6.802254098360656,2.434,2013-10-20 15:00:00.000000,-0.17666666666666667
6.843237704918033,2.42,2013-11-04 15:00:00.000000,-0.17333333333333334
6.925204918032787,2.4750001,2013-12-04 15:00:00.000000,-0.22000000000000003
7.010018214936248,2.4780002,2014-01-03 16:00:00.028800,-0.345
7.089139344262295,2.3860002,2014-02-01 15:00:00.000000,-0.44
7.165528201528031,2.3100002,2014-03-01 13:59:59.971200,-0.365
7.3253642671018016,2.3530002,2014-04-29 01:59:59.971200,0.125
7.407445355191257,2.371,2014-05-29 03:00:00.000000,0.19333333333333333
7.448315086773932,2.5140002,2014-06-13 01:59:59.971200,0.17666666666666667
7.527550059451528,2.528,2014-07-12 01:59:59.971200,0.10500000000000001
7.60393897996357,2.5300002,2014-08-09 01:00:00.028800,0.060000000000000005
7.683173952641166,2.538,2014-09-07 01:00:00.028800,0.15000000000000002
7.772199453551913,2.4190001,2014-10-09 15:00:00.000000,0.36
7.8513205512548065,2.443,2014-11-07 13:59:59.971200,0.565
7.974271370926938,2.479,2014-12-22 13:59:59.971200,0.6233333333333334
8.009676684881603,2.4490001,2015-01-03 13:00:00.028800,0.5866666666666667
8.135473556719287,2.42,2015-02-18 13:59:59.971200,0.5
8.224499089253188,2.331,2015-03-23 04:00:00.028800,0.615
