t,monthly_max,t_monthly_max,PMM
0.02333788706739526,1.71,1993-01-08 13:00:00.028800,3.8
0.10268667147338595,1.695,1993-02-06 13:59:59.971200,2.59
0.1788478736591783,1.5790001,1993-03-06 10:59:59.971200,0.53
0.27071945835863187,1.618,1993-04-09 01:59:59.971200,-0.875
0.347108378870674,1.5970001,1993-05-07 01:00:00.028800,-0.25
0.4673269581056466,1.628,1993-06-20 01:00:00.028800,1.085
0.546448087431694,1.6520001,1993-07-19 00:00:00.000000,1.96
0.6285291438979963,1.6520001,1993-08-18 01:00:00.028800,1.91
0.7048041578121838,1.5090001,1993-09-14 22:59:59.971200,2.0949999999999998
0.7882513661202186,1.5730001,1993-10-15 12:00:00.000000,3.125
0.870332422586521,1.5730001,1993-11-14 13:00:00.028800,3.21
0.9468351548269581,1.6090001,1993-12-12 13:00:00.028800,3.005
1.0752504553734061,1.582,1994-01-27 13:00:00.028800,3.09
1.110655737704918,1.4840001,1994-02-09 12:00:00.000000,3.4299999999999997
1.2307604419651892,1.4330001,1994-03-25 10:59:59.971200,4.17
1.3226320266646427,1.603,1994-04-28 01:59:59.971200,3.29
1.3962887067395264,1.588,1994-05-25 01:00:00.028800,2.0549999999999997
1.475523679417122,1.646,1994-06-23 01:00:00.028800,3.72
1.5519125683060109,1.631,1994-07-21 00:00:00.000000,5.390000000000001
1.633879781420765,1.6580001,1994-08-20 00:00:00.000000,4.62
1.6804417122040074,1.5640001,1994-09-06 01:00:00.028800,3.165
1.7594489665553532,1.8410001,1994-10-04 22:59:59.971200,0.78
1.8401639344262295,1.6090001,1994-11-03 12:00:00.000000,-2.485
1.922244990892532,1.6090001,1994-12-03 13:00:00.028800,-3.5199999999999996
2.004212204007286,1.618,1995-01-01 13:00:00.028800,-1.665
2.0890254692875936,1.5730001,1995-02-01 13:59:59.971200,2.295
2.165414389799636,1.5790001,1995-03-01 13:00:00.028800,4.1850000000000005
2.295309622293058,1.567,1995-04-18 01:59:59.971200,4.13
2.3689663023679417,1.5760001,1995-05-15 01:00:00.028800,3.825
2.4482012750455375,1.667,1995-06-13 01:00:00.028800,2.295
2.527436247723133,1.728,1995-07-12 01:00:00.028800,2.16
2.6038251366120218,1.6150001,1995-08-09 00:00:00.000000,2.79
2.6857923497267757,1.57,1995-09-08 00:00:00.000000,2.6399999999999997
2.8158014255717467,1.6340001,1995-10-25 13:59:59.971200,2.435
2.8977686386865007,1.838,1995-11-24 13:59:59.971200,3.47
2.971311475409836,1.7310001,1995-12-21 12:00:00.000000,3.6
3.05327868852459,1.7210001,1996-01-19 12:00:00.000000,2.99
3.138091985428051,1.649,1996-02-19 13:00:00.028800,2.6799999999999997
3.1762295081967213,1.6600001,1996-03-04 12:00:00.000000,2.5149999999999997
3.30066029143898,1.503,1996-04-19 01:00:00.028800,3.26
3.3444899501619103,1.6090001,1996-05-05 01:59:59.971200,3.395
3.4972677595628414,1.687,1996-06-30 00:00:00.000000,1.68
3.5,1.7090001,1996-07-01 00:00:00.000000,0.32
3.66120218579235,1.69,1996-08-29 00:00:00.000000,1.69
3.734858802620927,1.6780001,1996-09-24 22:59:59.971200,2.2649999999999997
3.823884335154827,1.6600001,1996-10-27 13:00:00.028800,3.0149999999999997
3.8676001821493626,1.7470001,1996-11-12 13:00:00.028800,3.5
3.98224043715847,1.626,1996-12-24 12:00:00.000000,4.51
4.031762295081967,1.621,1997-01-11 15:00:00.000000,4.5200000000000005
4.105305100182149,1.6110001,1997-02-07 13:00:00.028800,2.7800000000000002
4.187272313296903,1.5740001,1997-03-09 13:00:00.028800,1.96
4.270719458358632,1.5450001,1997-04-09 01:59:59.971200,1.6600000000000001
4.3908242258652095,1.621,1997-05-23 01:00:00.028800,0.935
4.429075591985428,1.5910001,1997-06-06 01:00:00.028800,-1.9599999999999997
4.552026411657559,1.6270001,1997-07-21 01:00:00.028800,-4.88
4.631261384335155,1.7310001,1997-08-19 01:00:00.028800,-5.02
4.704918032786885,1.6430001,1997-09-15 00:00:00.000000,-5.4399999999999995
4.7966757425116375,1.5550001,1997-10-18 13:59:59.971200,-6.215
4.875910715189233,1.5640001,1997-11-16 13:59:59.971200,-7.385
4.952299635701275,1.598,1997-12-14 13:00:00.028800,-8.434999999999999
5.034266848816029,1.6290001,1998-01-12 13:00:00.028800,-7.525
5.1135018214936245,1.565,1998-02-10 13:00:00.028800,-6.04
5.243397053987048,1.46,1998-03-30 01:59:59.971200,-6.98
5.322518214936248,1.5550001,1998-04-28 01:00:00.028800,-7.84
5.399020947176685,1.552,1998-05-26 01:00:00.028800,-5.165
5.475409836065574,1.48,1998-06-23 00:00:00.000000,-3.145
5.560223132969035,1.5330001,1998-07-24 01:00:00.028800,-2.525
5.604052791691966,1.5610001,1998-08-09 01:59:59.971200,-1.93
5.674749513003441,1.6170001,1998-09-03 22:59:59.971200,-2.3499999999999996
5.762295081967213,1.5220001,1998-10-06 00:00:00.000000,-3.215
5.84585607038049,1.6140001,1998-11-05 13:59:59.971200,-4.12
5.922244990892532,1.565,1998-12-03 13:00:00.028800,-3.95
6.006944444444445,1.6400001,1999-01-02 13:00:00.028800,-4.605
6.088911657559199,1.5350001,1999-02-01 13:00:00.028800,-6.605
6.165300546448087,1.5280001,1999-03-01 12:00:00.000000,-6.8
6.292463570127505,1.445,1999-04-17 01:00:00.028800,-6.63
6.3716985428051,1.5610001,1999-05-16 01:00:00.028800,-6.27
6.451047327211091,1.6480001,1999-06-14 01:59:59.971200,-4.925000000000001
6.5301684881602915,1.5920001,1999-07-13 01:00:00.028800,-3.715
6.614981753440599,1.603,1999-08-13 01:59:59.971200,-2.855
6.691370673952641,1.639,1999-09-10 01:00:00.028800,-2.4850000000000003
6.8212659064460635,1.552,1999-10-27 13:59:59.971200,-1.58
6.897654826958106,1.6730001,1999-11-24 13:00:00.028800,-1.06
6.977003611364096,1.664,1999-12-23 13:59:59.971200,-1.395
7.0588570127504555,1.559,2000-01-21 13:00:00.028800,-2.325
7.135359744990892,1.519,2000-02-18 13:00:00.028800,-4.23
7.220059198542805,1.447,2000-03-20 13:00:00.028800,-5.755000000000001
7.2679872179214735,1.3980001,2000-04-07 01:59:59.971200,-6.12
7.347336065573771,1.5250001,2000-05-06 03:00:00.000000,-3.58
7.497267759562842,1.5890001,2000-06-30 00:00:00.000000,-0.83
7.50569213595426,1.6850001,2000-07-03 01:59:59.971200,0.09000000000000002
7.661316029143898,1.631,2000-08-29 01:00:00.028800,0.27499999999999997
7.699453551912568,1.5230001,2000-09-12 00:00:00.000000,-0.485
7.826616575591985,1.4900001,2000-10-28 13:00:00.028800,-1.05
7.905851548269581,1.588,2000-11-26 13:00:00.028800,-1.335
7.95525956284153,1.6470001,2000-12-14 15:00:00.000000,-1.23
8.034494535519126,1.6650001,2001-01-12 15:00:00.000000,-2.5149999999999997
8.1051912568306,1.6830001,2001-02-07 12:00:00.000000,-4.8149999999999995
8.184426229508198,1.5200001,2001-03-08 12:00:00.000000,-5.745
8.317167545790326,1.485,2001-04-26 01:59:59.971200,-5.775
8.39936247723133,1.582,2001-05-26 04:00:00.028800,-4.465
