t,monthly_max,t_monthly_max,ONI
7.184540072859745,3.9290001,2016-03-07 13:00:00.028800,1.86
7.314549180327869,3.959,2016-04-24 03:00:00.000000,0.7566666666666666
7.3499544310362275,4.039,2016-05-07 01:59:59.971200,0.5733333333333333
7.429189403713823,4.09,2016-06-05 01:59:59.971200,0.16
7.511156616828577,4.109,2016-07-05 01:59:59.971200,-0.215
7.628529143897996,4.0470004,2016-08-17 01:00:00.028800,-0.5700000000000001
7.669626562183769,4.0,2016-09-01 01:59:59.971200,-0.6
7.802367941712204,4.111,2016-10-19 16:00:00.028800,-0.6799999999999999
7.876024590163935,4.1130004,2016-11-15 15:00:00.000000,-0.615
7.957991803278689,4.122,2016-12-15 15:00:00.000000,-0.4866666666666667
8.034380660544425,4.065,2017-01-12 13:59:59.971200,-0.41333333333333333
8.11361563322202,4.077,2017-02-10 13:59:59.971200,-0.25
8.187158469945356,4.0080004,2017-03-09 12:00:00.000000,-0.05499999999999999
8.325591985428051,4.1590004,2017-04-29 04:00:00.028800,0.25
8.40198087431694,4.1590004,2017-05-27 03:00:00.000000,0.305
8.478369731582676,4.183,2017-06-24 01:59:59.971200,0.25333333333333335
8.524931693989071,4.0740004,2017-07-11 03:00:00.000000,0.19666666666666666
8.74852000480672,3.9600003,2017-09-30 22:59:59.971200,-0.47000000000000003
8.775273224043715,4.0340004,2017-10-10 18:00:00.000000,-0.56
8.848816029143897,4.098,2017-11-06 16:00:00.028800,-0.745
8.925204918032787,4.1660004,2017-12-04 15:00:00.000000,-0.905
9.083560988413277,4.1410003,2018-01-30 13:59:59.971200,-0.8966666666666667
9.089139344262295,4.076,2018-02-01 15:00:00.000000,-0.8733333333333333
9.16552820152803,3.9400003,2018-03-01 13:59:59.971200,-0.7749999999999999
9.295423497267759,3.8860002,2018-04-18 03:00:00.000000,-0.36
9.374772313296903,4.018,2018-05-17 04:00:00.028800,-0.15000000000000002
9.451047327211091,4.155,2018-06-14 01:59:59.971200,-0.08000000000000002
9.530282299888686,4.129,2018-07-13 01:59:59.971200,0.039999999999999994
9.60667122040073,4.13,2018-08-10 01:00:00.028800,0.16
9.685906193078324,4.1010003,2018-09-08 01:00:00.028800,0.36
9.818647540983607,3.992,2018-10-26 15:00:00.000000,0.8300000000000001
9.897882513661202,4.0600004,2018-11-24 15:00:00.000000,0.855
9.982695810564664,4.072,2018-12-25 16:00:00.028800,0.78
10.073201275045538,3.7150002,2019-01-26 19:00:00.028800,0.74
10.11452641165756,3.6390002,2019-02-10 22:00:00.028800,0.73
10.21186247723133,4.4880004,2019-03-18 13:00:00.028800,0.685
10.303620218579235,3.936,2019-04-21 03:00:00.000000,0.62
10.341757709724751,3.8750002,2019-05-05 01:59:59.971200,0.5800000000000001
10.459244048522566,4.024,2019-06-17 01:59:59.971200,0.365
10.579348816029144,4.158,2019-07-31 01:00:00.028800,0.23333333333333336
10.587773224043715,4.1920004,2019-08-03 03:00:00.000000,0.1866666666666667
10.667008196721312,4.031,2019-09-01 03:00:00.000000,0.165
10.82673038732038,4.07,2019-10-29 13:59:59.971200,0.43
10.905965359997976,4.122,2019-11-27 13:59:59.971200,0.53
10.982468092238413,4.224,2019-12-25 13:59:59.971200,0.5333333333333333
11.031762295081966,4.169,2020-01-11 15:00:00.000000,0.5166666666666667
11.11361563322202,4.2070003,2020-02-10 13:59:59.971200,0.49
11.187272313296903,3.9650002,2020-03-08 13:00:00.028800,0.44
11.27629781420765,4.0230002,2020-04-10 03:00:00.000000,0.29500000000000004
11.396516393442623,4.045,2020-05-24 03:00:00.000000,-0.15333333333333332
11.431921644150982,4.164,2020-06-06 01:59:59.971200,-0.22666666666666663
11.508082846336773,5.2780004,2020-07-03 22:59:59.971200,-0.355
11.587545537340619,4.183,2020-08-02 01:00:00.028800,-0.49
